id,message
4185,"CDC IS LEADING SO FAR, BUT THIS IS JUST PRELIMINARY RESULTS, NOT ANYTHING TO MAKE A PREDICTION ON.
695,RT @ben_aso: RT @AngeloBenjy: Please RETWEET this for a Peaceful election in #Liberia today..
560,http://t.co/phhg7cck Liberia: Pr___°Ø___°Ësidentschaftswahl mit Friedensnobelpreistr___°Ø___°Ëgerin: In einem Nachkriegsland sind die...  - tausende Rezepte
989,Voters prepare to elect new President in Liberia.
3658,"My people ur come ohhhh, Amb. Weah just did it again Ohhh. Imagine with all the voter education on television n radio, he has experienced difficulties in voting. I am watching power TV Amb. Weah seem paranoid. He left from behind the voting booth to ask a question...""that if he vote, using his index/thumb to vote, whether the ink won't touch there other candidates? Because he is using his finger to vote. Why should an educated man use his thumb or index to vote when U have pens available in the booth? He's afraid that his vote might be invalid...lol."
3575,Liberia: Voters Defy Rains to Turn Out at Polls: Thousands of Liberians are bracing showers and ra... http://t.co/NqwPDS0g #Africa
534,RT @CasePalabres: #Derniers r___°Ø___˝glages ___°Ø___† la veille des ___°Ø___˝lections au Liberia: http://t.co/iPByf9J4 - Des d___°Ø___˝s pip___°Ø___˝s par une Prix Nobel toute ...
1193,#noticias Comienza votaci___°Ø____n para presidencial y parlamentarias en Liberia http://t.co/XbK9FZgr
3451,http://t.co/R9j4qoQi Liberia: Elections 2011 Daily News Review-7th October
4163,SB...I wish we had CNN/MSNBC with Wolf Blitzer and John King pulling up those exit polls maps.. sadly...this si what we are working with my dear
1927,RT @rockitwithjbird: Liberia's elections are today. Think and pray about this country as they push for peace and democracy.
2064,"Liberia profile: Key facts, figures and dates http://t.co/8K86GrfM Africa"
278,@ameliarueda en liberia tambien pasa lo mismo
989,Voters prepare to elect new President in Liberia.
1173,#Liberia election: #Sirleaf faces Tubman challenge - http://t.co/KzY9enid
3685,@RefugeZabre Of LIBERIA :$
856,RT @BBCWorld: Long queues at Liberia election http://t.co/OpPCnrD3
3024,This is a BIG BLACK LIE!!!! Adam Dorley
1242,senegal | Deux grands favoris lors de l___°È_°È______°È____°È___°Ø___˝lection pr___°Ø___˝sidentielle au Liberia: La pr___°Ø___˝sidente sortante Ell... | pressafrik http://t.co/LnYujWwa
349,Liberia votes today: http://t.co/onlLGiiX (AFP)
574,AR- Liberia holds poll seen as key democracy test http://t.co/m5f72d7S
4552,Can we wait for the official results before we start the post election propaganda discussion?????????? UP all the way
1698,SEEMS NOT SO LIKELY...
1221,I WISH MANY POLITICIAN KNEW THAT THEY WOULDN'T TEST OTHERS LIVES TO THE EXTENT THEY DO IN lIBERIA
789,#Liberia election: long queues form as people queue in the rain in the 2nd election since the civil war ended. Voting begins in a few mins
4325,"They're getting on my nerves right now. I've been through two elections in Liberia and reporters always announce the polling centers followed by the ""unofficial"" results that were received."
4715,RadioLib broadcasting live from Liberia on Fabric FM.....Live coverage from every counties in Liberia.....Live call in program.....Tune in now to Liberia's #1 online station or call 4129270162 to participate. www.radiolib.com
1088,Liberia: Polls open in 2nd postwar election http://t.co/A5QlEyw9 #news
4271,"LOL... And did just don't bring in the results, it comes with great analysis and predictions!!!!"
2854,"___°È_°È______ˇ___@BreakingNews: Thousands queue up in light rain to vote in Liberia elections..."" I wonder how many Raleighites are showing up today..."
1614,name of politics. The time to pray is over because ballot boxes were pre-stuffed and ballots were pre-marked in advance. Let's GET READY TO START A NATIONAL PRAYER RETREAT for the aftermath if the slightest inkling of cheating is verified
3468,"Africa Rising: Sierra Leone, Liberia set up high-tech solutions to illegal fishing: Sierra Leone and Liberia are... http://t.co/EuaYYtSL"
3290,"@ Piso bulk of d people who use their thumb 2 vote are not lettered, so dont justify Weah's ignorance"
1312,RT @ArtilleryHenry: RT @purefoyCNN: people standing in long queues in the rain at polling booths across Monrovia in #Liberia election
1267,National Anthem of Liberia http://t.co/OfJzPULl
1099,"This is just a reminder that electing Liberians who are internationally identified and recognized as war and economic criminals to participate in October 11 Special Elections is a violation of International and Humanitarian Laws, as well as a breach of the Constitution of Liberia, with respect to high treason against the Liberian nation and people. Please re-think before you vote because we do not want to elect Liberian government officials who will be barred to travel abroad because they are internationally recognized war and economic criminals! We can save ourselves the embarrassment by electing Liberians with a clean slate to push us forward. Yes, do you still remember Cousin Mosquito's song: ""Forward March Liberia!"" That is what all Liberians should be doing at the polls! casting your votes for the right individuals so that Liberia will move forward and not backward forever! A word to the wise is quite sufficient! Joe ""Shakespeare"" Gbaba, Sr., Ed. D."
634,DTN Libya Uprising: VIDEO: Liberia's presidential contest close: Africa's first democratically elected female pr... http://t.co/lfO9Ff82
4706,"Sierra Leone, Liberia set up high-tech solutions to illegal fishing http://t.co/AoR3UIsx"
3242,"En @la_informacion: As___°Ø____ es Liberia, el para___°Ø____so fiscal de los esclavos norteamericanos liberados http://t.co/HYw5afpf"
32,Liberia's Johnson-Sirleaf seeks new term in tight poll: Supporters of Nobel Peace Prize laureate and Liberian Pr... http://t.co/3c48V3fU
100,"Nobel in hand, Liberia___°È_°È______°È____°Ès leader seeks re-election: MONROVIA, Liberia ___°È_°È______°È____ù She may have won this year's Nobel Peace ... http://t.co/eafN6cTT"
2862,"@paulawyd2011 nope, Liberia. :) I spent a month there with @CAFOD in 2010."
505,LIBERIA: Nobel laureate seeks re-election in fateful polls http://t.co/ipT0WxN1
4734,dats how 8 is...mostly 2nd round pple vote on individual basis nt theri parties position
464,RT @AJEnglish: How will the #Nobel Peace Prize awarded to Ellen #Johnson-Sirleaf impact #Liberia's elections? http://t.co/aR64AwgP
2352,Liberia acude a las urnas por la consolidaci___°Ø____n de su fr___°Ø____gil democracia http://t.co/tKJOEcFZ
1397,RT @bbchausa: Ana zaben Shugaban Kasa a Liberia: Al'umar Liberia sun fara kada kuri'a a zaben shugaban kasar wanda shi ne zabe... http:/ ...
1359,Emol: Nobel de la Paz aspira a nuevo mandato en comicios presidenciales en Liberia: Comenzaron las segundas elec... http://t.co/pp5p0jOc
3689,"Llego tarde, pero hay d___°Ø____as que para los trabajadores sociales, en particular las mujeres deber___°Ø____an ser recordados: http://t.co/2fM8uO7A"
2234,RT @purefoyCNN: #Liberia heads to the polls (in the rain!) #cnn http://t.co/Lo6guPwV
3598,Princess is a young singer from Liberia. This mummy's girl won the 2010 edition of 'A Star is Born' -a Liberian... http://t.co/GPITU7XE
3531,Thanks Lawrence n team for the great Job. I can see that you are very independent in your reporting.
1343,"Pls bury ur beef dear joe, or whoever, it's only those who lack self confidence can change @ this last hour, not sound and reasonable pple like some of us. HATER! U are our biggest fan anyway."
2413,"RT @NGRGUARDIANNEWS: 800 foreign observers, others for Liberia___°È_°È______°È____°Ès polls today  http://t.co/qJdm1e33 via @AddThis"
3724,"LIBERIA (Moderate)   Citizens go to the polls:  Long queues have formed outside polling stations, as (cont) http://t.co/pOoksYsS"
2732,"Executive Report on Strategies in Liberia, 2000 edition (Strategic Planning Series): Liberia has recently come ... http://t.co/EwVGm6Rf"
674,VIDEO: Liberia's presidential contest close - BBC News: The GuardianVIDEO: Liberia's presidential contest closeB... http://t.co/mNxBme7G
1435,we need a peaceful election. rain or sun people need to vote wisely.
20,Liberia's Johnson-Sirleaf seeks new term in tight poll http://t.co/9PK1Keqd
3710,Les Lib___°Ø___˝riens aux urnes pour ___°Ø___˝lire leur pr___°Ø___˝sident et leurs parlementaires http://t.co/zOLuV1P8 #Liberia
3929,Who's watching Real TV? Journalist Patrick Hona just diplayed a sample ballot paper that is already marked at the 8th place. The Unity Party position on the ballot paper..
3578,http://t.co/N6AKeKxX
3039,let her be blocked with her lying self.. thanks bro
2126,RT @sarankjones: all observers r seated. after each vote they take a look @ voters card 2 make sure it's valid. process smooth+seamless  ...
1537,RT @arnocast: Ellen Johnson Sirleaf m___°Ø___˝rite-t-elle son prix Nobel de la paix ? http://t.co/p8cmmuCg #Liberia
3090,"Excitement as election fever grips Liberia: Thousands of young men shouting, driving in pick-up trucks and takin... http://t.co/SCHGOBN7"
250,Video - Liberia: the shadow of civil war http://t.co/0gK6JSkR
475,ECOWAS Chief Poll Monitor Expects Transparent Liberia Vote http://t.co/kHU53bte
4716,"hmm , lets see. thought Gnata is not very far from sacleapea?"
3654,Great!
4035,This is my concern too. Let pray for accepptance in good faith
3285,RT @moved2monrovia: RT @sarankjones: i uploaded some pics i took at polling stations around #Monrovia today. enjoy http://t.co/Iup8StCW  ...
4266,"My man, this 416 da super glue?..lo"
1896,Liberia: Democratie - En avant toute !: Une campagne ___°Ø___˝lectorale sereine et sans ___°Ø___˝chauffour___°Ø___˝es. Un jour de scruti... http://t.co/BcVgFC0G
3743,Lovetta Thompson has been blocked!!!!!!!!
2244,"Liberia elections peaceful, results expected later this evening: http://t.co/EPCWzI6L via @ewnupdates"
3632,MFWA Observes Liberia Election - Ghana http://t.co/rHlskSEH #LIBERIA
2700,"My people ur come ohhhh, Amb. Weah just did it again Ohhh. Imagine with all the voter education on television n radio, he has experienced difficulties in voting. I am watching power TV Amb. Weah seem paranoid. He left from behind the voting booth to ask a question...""that if he vote, using his index/thumb to vote, whether the ink won't touch there other candidates? Because he is using his finger to vote. Why should an educated man use his thumb or index to vote when U have pens available in the booth? He's afraid that his vote might be invalid...lol."
1279,RT @ElizaTalks: RT @liberiaelection: long queues in the rain #liberia #liberia2011 http://t.co/rOzAvi5z
1826,RT @UnaMullally: Zing! RT @eoinbutler: I see a former warlord wants to become president of Liberia. These backward third world countries ...
984,BBC: Long queues for Liberia election http://t.co/AS8gpoRA
4081,RT @AhmedFatah: Two children from #Liberia dream of the future   
4857,Who's watching Real TV? Journalist Patrick Hona just diplayed a sample ballot paper that is already marked at the 8th place. The Unity Party position on the ballot paper..
44,"Laureate, Striker Face Off in Liberia - For much of Liberia, the star of the presidential election isn't incumbent E... http://t.co/eoyHIbqG"
1182,#Liberia celebra elecciones tras d___°Ø___˝cadas de guerra civil http://t.co/0MZh1PHu
2404,RT @HUMNEWS-(News Brief) #Liberia votes in second post-war #elections  http://t.co/9HQ52S6V + stories fr/ #Myanmar #Pakistan more  @HUMNEWS
1052,Largas filas en el inicio de las elecciones de Liberia: La flamante Premio Nobel de la Paz Ellen Johnson Sirleaf... http://t.co/j2FSxnj1
787,Long queues at Liberia election http://t.co/ZMFkBF4Q
2767,Liberia: A time to change perceptions?: Mention Liberia and you could be forgiven for thinking of child soldiers... http://t.co/6BIggJuO
2899,"Gentlemen, stop reacting to dis ill-fated madam, her name is not loveetta, her name is madam hawa washington. Believe me!! i hv interacted with her, the photo she is using  on her profile is a dead person photo (one of her external relatives) that died more den 15 years ago. The both of us have interacted for a long period of time, she told me her personal disenchanment of madam sirleaf and she will deal with her by all means. I wil gv you detail about her later!! she knows me well."
1699,Today is the big day. Question: Can 8 hold? Answer: In few hours we shall see. Best wishes for mama Liberia!
3126,Liberia denounced Zimbawe's election.... http://t.co/V1CakCks /via @wordpressdotcom
3940,"for me I think she is a good woman, trying to make me think, but I don't do extreme Kola, I say my mind... she got no solution in her posting.... she would say ""the baby has pepe in his/her diapers right in my hand"" she doesn't ask the mom to bring a diaper to change the baby but just say it, ok the mom brings the diapers, Lovetta can't change the diapers and sometimes it was just a sweat from the kid not actually a pepe......hahahahahaha!"
3315,"RT @africagoodnews: Liberia elections peaceful, results expected later this evening: http://t.co/AZqf0T08 via @ewnupdates"
4738,RT @UN #UNSG welcomes the smooth holding of the presidential and legislative elections in Liberia today http://t.co/luY7FIPk
909,"Long queues for Liberia election: There are long queues outside polling stations in Liberia's capital, Monrovia,... http://t.co/mx3Aeos7"
2603,RT @BreakingNews: Thousands queue up in light rain to vote in Liberia elections; no reports of problems so far - @AJELive http://t.co/Bk ...
81,@sarankjones I need to get some computers to schools in liberia and I am looking for a way to get that done.
4271,"LOL... And did just don't bring in the results, it comes with great analysis and predictions!!!!"
3892,Crowdsourcing democracy through social media: Today the citizens of Liberia will participate in just their secon... http://t.co/k62XPikX
1650,Alta participaci___°Ø____n a la apertura de urnas para las presidenciales de Liberia -... http://t.co/W5b3BG3i
4561,"u tell patrick honnah to stop the pressure song, UP here we go ya"
